order_id,product_id,seller_id,price,shipping_charges,sales
WZXoIAE4FODR,ro08JPncYzLh,r7VxefoTVHbb,2130,38.6,2168.6
Ro7wPh4vLOwh,h3ovo02DKugG,wwJKe7oBIzM9,197,92.03,289.03
YK3wrXXAuj55,sjnp0ZFz4zCL,uVKVCckRTJIo,509.99,10.32,520.31
oOaVi2CJc5HA,hqXdYDyPihgC,YlP5976VHgAM,820,32.34,852.34
Ty0RtBQYRIEp,1ZwO6aRPnzL7,IVBmMqVXGzPj,28.82,53.62,82.44
MwK0IfbJHefD,LxzieVzc0fZH,Djfhy4pnkKOC,419.8,91.24,511.04
H6Md75jbccjI,NwdM1S0CSOga,I4ffj2osK42R,38.48,12.28,50.76
Yq5io086nLS0,KvidPAEAVI5p,Mhg6gqpiKkO7,419.9,47.55,467.45
RQiqAjbc5mMH,yPB4apovCxN0,7KovPWNcMm5O,359.6,47.04,406.64
exCH335HmJTm,fvSrq0pR6Psz,TONxC5aLQqev,57.89,32.34,90.23
PcnEPMpmfwi9,Lw1gbNBuxbCI,WiyT9I3oYGop,161,55.54,216.54
LqkahVnbuae2,KrFDJTDwAQ5F,rH2EKLLsqvkB,162.7,29.37,192.07
Lq89VuwbjDna,ZfCffo8NeNSN,eCVvpO3y8lid,55.65,26.82,82.47
IsFYOuZ03yq9,KvidPAEAVI5p,Mhg6gqpiKkO7,42.89,30.66,73.55
elQa8CvhKXDP,A3aFwBLEhZ43,yWUu6WhwFUAg,257.6,47.55,305.15
wOEfSkFEoHV5,qokqKT1Sad1C,yHsOFiqVrV1u,34,60.79,94.79
8l720pPLlTzN,CZQUzM4Cmqvk,IfkTaAAVww4a,189.99,0.21,190.2
I6vugKiMUflo,UldxfnJ5gpmV,Z9S5GRwNEfwa,56.89,45.85,102.74
8hTm3cbhwWuC,uUO32zUsVqlR,yltqvkLskQa3,75.25,35.38,110.63
HWCGMKv3ol7U,y2MAnns4G96G,9xdiogxz7kit,694.15,40.47,734.62
BdWsACExKVwt,7SbxZe82YD4g,2Vzr14MB7bRD,28.82,36.58,65.4
XxSmgQnZwMlE,WN0JOPFYq706,8CQ9epWunOJD,145.99,23.6,169.59
RHgTfOIP6xMU,IJJL2iT7InlD,m6IJZtqbZBZn,889.9,42.99,932.89
okFqDOQjB2GR,K1DtubB36qg1,hthWZFIJJoJh,127.77,32.34,160.11
lXLdYoznIOAJ,UIAtppksaLiD,KO5ZAQ5NWsGp,71.25,57.3,128.55
F0BheMGmxfGl,9NwzO0Pm0fDM,r7VxefoTVHbb,4099.99,28.61,4128.6
VjD3x0Q8zDor,KHaNNvmXU5ip,xbr8ZnHWrWgb,55.83,82.19,138.02
yf8JTr52XWBA,zWdBYVRsXfYC,UosUAuHHGEiD,125.46,8.99,134.45
qhkmx6j4vGIR,GEteoECKnq9S,5Ja2lH0N2OZt,28.7,49.72,78.42
HEYDxk6iNIaT,wCmsgKTmHq16,EGW4UK5bOeEZ,151.99,29.56,181.55
ZK9vvemd1ofW,1edaUIVffPFF,RsUgQvBvc24M,359.6,28.61,388.21
SozIb0C9XUWz,YgS34IaZXvtU,16pMg4KJ3hIj,42.89,140.52,183.41
j6USqpvE06Of,KwgQYzRqW1p6,wYEsFwaY8Gxa,189.05,82.7,271.75
y9d15w2qJ56i,Zm2lTIIi44M4,fBHtndjqwueV,679,98.6,777.6
gXwV85bhYnXp,NI58Wvnm3E3F,FlYmRQLYPlRf,257.6,60.01,317.61
A2sHvSwE3ALI,TQxN7tVteQSw,BWczKEOZMEFy,2899,47.55,2946.55
qe5rDOVrSH3H,zOOygVMEOoSG,vJf4Jmjx31y3,78.87,55.54,134.41
pbGsAywETtj4,84vApAh0mXEw,MvBLo1GhlfWv,22.97,17.38,40.35
JIw78GguPNRf,nZZUQ2hD5EwQ,YVBAT3QqF9Qj,624.75,7.94,632.69
yAeggQPt0R4u,ITVWnlBsWvN0,I4ffj2osK42R,2130,61.32,2191.32
Jdv7oeQHBARc,DgbGCzJuwenM,ruq0u2ZpAMDr,128.99,20.3,149.29
qcy5GUrL3cQV,IkgGn9HxKC7r,TuPm19CMKvrM,114.89,69.23,184.12
JzZWH2ZBEHpx,6lqYiC1kC4WA,qI9UblMbsm1o,51.37,11.73,63.1
xgsKB8W5xZBX,zX9HL81jfvr2,SgeUigb5Vbiv,0.85,47.55,48.4
2nYtGJwMbhBJ,0cXE8QSKPqxM,TWiqmuseylME,135.13,23.6,158.73
UOFTousb2HnN,nFZKtmOCvng2,ruq0u2ZpAMDr,820.05,47.55,867.6
nrBhLp3FJlXT,RZ8qXlIlEkTf,8cMMpAAFEsxE,144.97,34.33,179.3
jSuHHv0vV8AY,FCc6TWUWdrfn,7JtHJ8kiNtes,48.99,2.46,51.45
29noqKmSbCUr,ziBmQFvlstbc,3RErtNzohFr9,89.57,2.46,92.03
PO8CNKzkjGwl,JF3bWVmSO2cK,giqDC4P2HqKt,597.89,175.67,773.56
gpg3iVHwKeOn,ePyDOBUvUhLF,14AIqEsZssES,56.89,60.01,116.9
8OAJ13YssYn6,aMd9lqh5Mh0Y,fPCae5a96bO4,106.74,16.39,123.13
u2EfjWhvwwiD,Z6QTlcFCERxB,CutJkKSkib8L,97.44,0.99,98.43
As8wn2RUNUVN,c6DXFRSnX6ho,bd8RhBYu7arp,564.99,38.66,603.65
rHli0b1E7ywD,HZCv4KjjiYJt,oI8R7WsNWWBc,156.3,29.68,185.98
dutoHhhXjmG5,aO8f7RRyAD2Y,7lb1D27JQRX6,9.6,3.52,13.12
RGB0b5nZXWnf,RrZa1rd8Skj2,RKad98cTxhSb,53.99,38.66,92.65
peyINMtpO3WT,K8Q11anvJtOD,KYwIW08hW1vN,509.99,6.87,516.86
R9SVETrThpbh,dIK3ZX7A58k9,TRcQ55ynAFlI,140.3,14.78,155.08
H71cqGRxB1bw,yqnLkwK5G5gR,JX4iwTS6jjJU,128.99,36.77,165.76
2Ne0RDhjTpXg,wDJffbvgUaek,EhdxNNRkTARp,399.2,38.63,437.83
pXzAKFiys7FH,Ruz4HAjBgLrT,tVOEysBKHGT5,261,37.07,298.07
HvVxwVtgWJEZ,JBE8Ao6Un0LI,WQVVoikIawHa,28.82,30.5,59.32
miNh2fJGF6WB,KVWfcApWMsPn,4cJY064rRFhL,72.99,95.82,168.81
G5pg82UDJnyY,qWVxedIBdFJR,t56mOelTB4wQ,257.6,42.33,299.93
zLWVZ1S5nYjb,bw4D1I6O0ayl,K0qPVGdA91KO,779,34.64,813.64
j7acXohp2Kfa,buRGLdWDQ2XK,BqyPFmbF0LUI,239.5,53.82,293.32
tTiOQW6nXjI2,f5Zq9VTWxmds,3iCpHGLu1n7h,692,51.02,743.02
0l21ZGaPklSo,fhBgvPv2Ihe5,fY3iUm5eRJsF,319.29,14.25,333.54
GnqHyRSS7jE9,vgfNM3XlSsA9,2Vzr14MB7bRD,148.48,17.75,166.23
tAFuoqrIYIPk,ZvqpPIcpiYHc,ItYhqrkUww7D,513.9,107.12,621.02
azyOwXJrpFKc,NOQ5V1RCdCE4,XoReeOEjvEuw,108.9,34.33,143.23
g1qASSFOD3Tz,pMKVwZxpI6tv,hvsAdyG9JEKS,59.88,161.82,221.7
CKDj4C85rvMt,uDIWaQnuUe37,TuPm19CMKvrM,117.56,61.32,178.88
ni3MAbvpvrhx,axLBYi1XjP6J,oI8R7WsNWWBc,50.21,20.9,71.11
soAfa1YIVUvT,1dRStVTw4iUu,va3iGyjj4VVz,28.78,69.55,98.33
vLRsKbthAAFC,QCAiaLSyGTa2,uggJQpwKn9uw,109.97,4.12,114.09
61RoTL45GWK3,qHVyjPspLLma,nOpV5DDruGvj,500,2.46,502.46
7fU45PesdCfm,4nBhRqmpGbwX,hDN0gJiFmrgG,10.35,40.56,50.91
gzUNTZIuOYap,xjj1cn3j4p3B,QgSPgHi2XQs8,1158.25,20.9,1179.15
9TIcIM2pnzgc,T9KTMb4C9zZp,bl8PTwqK0kvN,56.89,63.15,120.04
ajxB7E4y0YSJ,orClI9XVupK1,3cqSxyYyqpx6,23.63,44.89,68.52
iSKRVP5XGDiT,8mH9VrhCkxAn,yGbPyLPc8PmT,2899,32.34,2931.34
z4KzSvDoVYj6,6FjrxbT9ClXR,A5YMZxYMOyV8,359.6,12.84,372.44
5DvTaI5GDs3d,zM8Yfarmlkqt,16pMg4KJ3hIj,37.84,18.01,55.85
yhQJi4nX5MpB,sS04DjMZmgz0,mAmnfqHkVqSt,169.99,171.5,341.49
yEFfGdNlmnYU,oxb8GAsKFF09,BnvXJ0H2aMk7,111.27,144,255.27
UU1SsHGkNWX3,BUT9MlE39J7j,UGCjf2WS6Uvy,1129.34,51.2,1180.54
hHPgeHXiYWP4,LUrlhAVErTBC,l1pYW6GBnPMr,475,41.41,516.41
RtFA6Kvzj7AN,KJLb3qj79cqS,16pMg4KJ3hIj,579,250.57,829.57
mLQpG43AEzPS,k1G4RHt3R7Nk,K0qPVGdA91KO,1001,38.66,1039.66
z76Yxh8pXguD,mijXgidgD3aS,ZT2meF79O5jO,26.7,166.91,193.61
hRtr7X1mWbJn,dStgTgkZKJU4,X5fhqRmuvQ9Z,77.67,15.65,93.32
iuxNlxfoOuUo,TRjbvoObAUSv,smK689qrlIx3,56.89,32.34,89.23
k81OIqKJDW6H,KTx5oEBhlX2P,V5WynwQkZECV,1325.9,0.07,1325.97
YkGS8m9WA2Yf,Mc3HVfMW32MH,XoReeOEjvEuw,371.2,34.33,405.53
P91K2uUPVjtJ,1edaUIVffPFF,coi9xkdo66JI,18.04,67.11,85.15
FG1QDTLaKCg9,yC8GTlBDlTbh,RKad98cTxhSb,46.2,30.66,76.86
P1iWYtn9OYYN,peBi2FAsZ2s9,1tQXSFyHrsGq,136.9,133.27,270.17
4iMXlDtiysNt,r2HepDhOQoSB,N5BGxhFNHIz2,28.55,3.62,32.17
Di4r5UaUYL5Z,uqEDS63v8y3J,yHsOFiqVrV1u,34,87.87,121.87
ZXx8xqcM2Brc,FkDNIFiX19cI,mmCZV9eruyuF,3.06,38.82,41.88
6akMuxrIGXj5,RXzLNFe72tFJ,EGW4UK5bOeEZ,1849,3.03,1852.03
9riBwRQsvNS1,KgM2jmlkkymm,0G3Q4xIWFhMg,105.25,22.4,127.65
REZFww2pcrLP,3zXoBTAVmOl9,kOCghXglWmv3,490.9,42.05,532.95
sDGbCZkkovkG,oiNCSYKjXspL,4YcgcZ3R8f8q,162.8,38.45,201.25
kAHclJfWeccp,hYHQ1u3egmM6,kiirS0of7bJI,63.14,66.21,129.35
7XA943CX2PnK,iBKriwH8fVxu,6ywUQmf7ylJv,34.08,4.24,38.32
GXs1Qfmo6MBd,qtT1cAYXUy8Z,dPgh591KNQAz,58.6,52.58,111.18
fPQxEf77l8wG,i8rOWNVCU8SG,X5fhqRmuvQ9Z,178,13.71,191.71
dzzHjoSRyQwt,FfeUwHiAgOED,Cyl6PGvB25KG,42.89,60.07,102.96
4GAlR5zFF4ey,jf8vYlyLGM9W,dMvfk1IQQJPl,220.99,37.67,258.66
OiJM87BYnHL6,UGODVHG54iV2,bI5cDrYjs9Qa,749.99,38.94,788.93
suZXi43Z7J79,EKW9q8FvSD8T,V3iKL8r9W9NR,723.74,57.52,781.26
xChNkCTsUM7V,PyjlDSHRGdSt,al4fWZ5NFQzG,114.62,42.45,157.07
e2cV7LLmYa41,XRCIVFsdia9x,bl8PTwqK0kvN,188.8,143.67,332.47
hbB928xMjZXH,kRLCgEVGS08o,dikNaTlK8yGG,33.41,50.74,84.15
moG4pqSnpi3j,ro08JPncYzLh,r7VxefoTVHbb,509.99,17.38,527.37
UStJBDxZicXG,DL5BHCpE7rrL,2a07LobkzHUx,849.5,8.85,858.35
1bVvyWMKz7oP,FkDNIFiX19cI,eV7Woul7454D,28.82,6.56,35.38
QZtbuYm84Bi3,wAqpjobOTLMo,Fh5z5uvA4neX,116.1,40.18,156.28
LdWKN1L5g9tk,wRi55V2S4LeS,ruq0u2ZpAMDr,399.2,38.66,437.86
tG5XYBAMBnF8,upDtli05nhPl,2a07LobkzHUx,395.6,59.82,455.42
hC4G6toviLkA,zrKIhObeJKQ6,4YvZWfI3A03T,89.1,24.81,113.91
N2krolrJ0ySV,s95YqhbQy8ED,r1MWgvi27H4g,56.89,43.65,100.54
B3UMo34rd4P2,QC7SH9sP8zjY,QhAQIjqbj3Ou,161.25,50.28,211.53
B2I5tHRFKG2g,HpMbJAttOmXr,UOGIrJtSldvd,359.6,7.7,367.3
SNFyDTs45CX0,BbcK2UOIwSjw,7OKhjPME8ZK3,10.6,5.26,15.86
eoY27ffhd1Oz,l6JQafRJKLka,TRcQ55ynAFlI,95.03,6.41,101.44
wIMnXUKuDu3S,TsOMGlPnJNX7,WC3AzGT7OMa6,367,25.5,392.5
ThbvlV9pXl4Y,EO3cDZzaD0fz,Y6oJtGnt1biO,24.62,32.34,56.96
5K7aT65hrynv,1TwMHhyR4FIj,yGbPyLPc8PmT,49.38,58.65,108.03
YaRAOq1u8Wh6,YG7qG1MQlhjp,3t74Pe6EQyNu,122.3,69.82,192.12
cRbeT2J6U9O2,x2473gHktSB1,VjbLhhR5I7ly,465.52,101.56,567.08
6v8L3iOnCuMy,5TuP9kg0mOpq,RlOHlMxGbwXj,162.7,86.74,249.44
3NHn388ZqcpA,UldxfnJ5gpmV,Z9S5GRwNEfwa,56.89,93.14,150.03
wVRBHgOQtOvr,qjSdh5MZv6Ve,eYSq3CcxqlO4,820.05,32.88,852.93
9z7D3JWWn9uk,yqEQa9Xgam5J,AZrKDAcPEaGL,52.11,57.2,109.31
xRCzzzFhLmVH,oX8dgtFlR8Vj,T5TAziawiIyq,28.82,90.26,119.08
pGyH2CRSF0NU,k2g2YcfCe7wg,2jTASjIU2rIf,266.55,10.85,277.4
xjgBUVEwV0FJ,8lrpc2TFmAAR,XePbD5Ocm6Yk,49.92,10.16,60.08
8TdN2WDqqV2U,WPzpXODPSR9z,7UAn1OyDurtG,820.05,55.54,875.59
HDvh6vtuTtUm,oQwJWXymkgTC,9mUBYR4LiO1Z,2130,38.98,2168.98
XAaAdM68PCVC,5J7az1rwth4i,yGbPyLPc8PmT,1094.04,21.51,1115.55
vTVWonXZwcaq,ilFpMx4rU7jx,56DLys9ECuwq,51.9,38.23,90.13
pj5oDEQhfVzc,swf9uFqwJwDA,EhdxNNRkTARp,459,33.9,492.9
oQ1eGSp58SVY,lEnWv4YHUECd,luzDO2kXE6wp,49.97,12.84,62.81
REDlreBpWJMK,0uaMeFfx8d85,WYVXnXQMcKZK,193.9,10.68,204.58
WU5S4gBWsZbx,Y0xaOzgM65Lc,rewXZehYiYRW,30.7,24.44,55.14
4GnMGjiqKhr5,7po3L0oxGn7K,TuPm19CMKvrM,117.56,25.26,142.82
xbjz1Yk0zDQM,JUZSyxq6s6nI,TBkUw9PKrND5,17.95,28.28,46.23
caSAgjuq25mR,X9sl5gbsIDb6,RKad98cTxhSb,95.03,12.58,107.61
WMbpJSMfBZRm,w0qkNLwh5m6f,lDgTgJkGaleB,369,19.77,388.77
DUyCmrMIGir2,IpcERljqOyc6,RKad98cTxhSb,32.5,65.69,98.19
bMbNujiAOK64,u7C959jGp45X,UsPT5m7V2m8I,257.6,2.46,260.06
MHLLEKMTyFzg,WVwDLQzzGSSP,EocZxKiaVbJJ,102.28,8.13,110.41
O7Sd4MSU7YIc,IIal971Z7cJ1,SMvT48CFhapp,127.77,133.37,261.14
H36cs94LRN5H,k4bU73Ezl834,ktRZdQcJoKSX,182.9,70.82,253.72
bco8HMn7zIln,izOt9bNjAHst,XoReeOEjvEuw,131.1,34.33,165.43
626XPQwBXMbH,yzJorjRc3Bat,5Ja2lH0N2OZt,676.97,46.84,723.81
oIIuQ97jufzB,jrc0v3ZRw6Zg,ZNVgXvCvMqkS,266.55,51.45,318
jtyAbKXU8vVr,6Ylin2RNpOg7,yXrB7b2yPYbJ,198.5,9.21,207.71
mNe2BIL7up2d,vQk7qO8j3zp8,79fGAMNBDzTH,28.7,61.01,89.71
WtznoP4BHYaK,BPU8MrQDXjoa,giqDC4P2HqKt,208.95,44.93,253.88
zAfIja6jCh7C,YD89v7uaTgjI,D6zDdLEoGkbu,1186,45.53,1231.53
KH3b05axP8Yz,wTqZJNhqsX9P,7JtHJ8kiNtes,37.72,49.72,87.44
UwxoMZGZ7c0n,IbeQz4gA8Riq,w44b3CnkAU44,42.89,47.55,90.44
TXuYgh0UsdWy,kw4o1uqKJei2,Djfhy4pnkKOC,105.89,35.49,141.38
vSO9d9kQdXwY,mNo0kwfQj8d2,e77U7Zk968NA,145.99,6.87,152.86
LlcoIaYSoFlE,e4KqmMZje38O,BWczKEOZMEFy,23.1,54.61,77.71
hB26HLYzKbbZ,XToYZu69sE05,C3gKEngLJiFT,181.56,38.63,220.19
TQEkT4oPB1W8,eeyWjfrLde8T,QBnqN8st5If7,2139.99,90.89,2230.88
2WzZLRMKsnKi,x2473gHktSB1,VjbLhhR5I7ly,465.52,50.9,516.42
M7jpN4zRwNa5,2WWp5L7v4i66,14AIqEsZssES,654.9,42.25,697.15
q6S1McYTYA7l,6n8e0dJsOmZk,lbmduirZT5rh,71.25,64.29,135.54
hKBnuisj3wYf,PAoFVwa4KviI,aQxHF3Xjornh,26.69,51.36,78.05
0tI8o3lio6em,RoeF7VbNZvSD,s9PULoMk80qE,75.25,16.38,91.63
kvFRBg8XF9r6,BdSeoI5rpqSV,VbREMx1xh7Eb,55.98,29.05,85.03
SaI1w7irxzGO,lOfee0Y7PjUQ,uEFXsCQR7sKo,42.89,47.55,90.44
z6yd55Ozd8gQ,tfK6N5cTAvez,yGbPyLPc8PmT,518.18,89.55,607.73
WZs7A15nSUYX,mwR3E2vfLylH,cUn7dujqBetE,188.8,39.53,228.33
9ozu6m3kutuZ,reYFwSHlW9xS,gmJ10puzztav,415.17,50.28,465.45
0bVBOzdBxmuU,UjIn9jYB8vWN,15xInlKerZpx,78.73,43.06,121.79
ZiVP7792M4U4,s284eb92Zw1i,UmQttOWjmUMt,100,26.02,126.02
90CaD3lJaebw,ANT4x2GMiSmp,coi9xkdo66JI,156.9,30.46,187.36
sotCcFaSASjx,oKDdRwlUueKX,UCE3Mf4XAd26,97.07,17.38,114.45
JplD5U0Brb8s,5OTkxLMciHQK,bl8PTwqK0kvN,399.2,19.67,418.87
mHydNiNrSPdd,U53hfB1igbhB,RKad98cTxhSb,84.55,27.33,111.88
ZuJ84L5FJl14,g0vcxv6nESHb,4cyCNWR4vh3z,42.89,50.28,93.17
uQFlyCkDs0W4,jNEeDp2N4EWg,r1MWgvi27H4g,213,24.1,237.1
jhyo7j8faNy3,04A0LGRKLTCI,kHU7Og1FfJQN,802.14,56.66,858.8
tBDa0suKX67F,unyXXeCSrRdJ,0IrmNDkZ8lJi,453.7,34.33,488.03
0OA5GJqiwWL1,9NwzO0Pm0fDM,r7VxefoTVHbb,692,46.76,738.76
cbWPuDWjVIca,kbK7WvX7r2aw,cELl7ZS16z8q,69.45,28.69,98.14
z9KyF6WYYaTi,pLu4ZqWQKKuG,LNas7hbmEA5F,72.4,15.64,88.04
zyIM7fi3EJqg,fdscFo5A9Vjz,2a07LobkzHUx,1449,25.86,1474.86
Klkw0Wistpz5,V84ooqHQgeH2,STj3c88kfxpu,167,32.34,199.34
thXsbwVN6Xki,OAK7J6Lri2Ab,J8zCrgNURNmv,109.82,6.08,115.9
4AyYsTQ3aCp6,bJWTdVsrXOgZ,3cqSxyYyqpx6,128.99,0,128.99
CyGQf6MWT6eM,yVy70k37weh2,kYHploWLdvqh,648,47.55,695.55
QRw2ZCAeDvlM,iWra7VeyNBtp,24mjkJMrK51h,23.1,83.61,106.71
6Rs9PJC436Dw,a1FpBzopPSp2,7JtHJ8kiNtes,820,47.55,867.55
4PXi4KqZbVup,iPoRkE7dkmlc,AH69qRLfrouJ,145,20.81,165.81
SzfZAvtHPkU5,GXKOAYUOTcxe,5jmVaCDVvTba,80,12.28,92.28
TekmDeB5My11,1Ds2HvWxpkv9,tjn9TXOjEGlU,7.59,22.97,30.56
AbbrbXxeTZnh,DLCiMy5rbzxl,kjxg8iwrBzpD,162.7,33.19,195.89
fgcNhSYtNpuC,VcRU5d314wk8,RlOHlMxGbwXj,9.6,26.44,36.04
VCHPk577oyEO,8IhgV2nH9kXE,HaUIinFOemaU,17.95,33.25,51.2
Pf8qqyvFtXRk,r3oPLVH1d1uu,dPgh591KNQAz,58.6,41.29,99.89
6J9apU9ZXdhA,NlkTSbC7XUgK,y1C1H4HpmiXU,75.25,43.58,118.83
y0VvroKgECUd,Ia0Im2XO492V,3Q4DoxWsVAXa,49.38,50.74,100.12
sxco0ZytsX63,SLTlrWtcYt1m,r7VxefoTVHbb,692,2.75,694.75
qbkNBLFaCUp8,v3Utlbvz7u0h,OSAJPr68rVE5,387,38.3,425.3
39gq5WHfNtzu,nVyhn4dGUVgU,nKBsxjDoWKEM,89.91,6.08,95.99
6W1HUelMg3p6,5J7az1rwth4i,yGbPyLPc8PmT,1094.04,116.31,1210.35
KVwMCp5D93wK,NsrmroC2wgJP,oqejBC0typqo,217.99,38.42,256.41
yAx2VDV8SbXi,dAz11YkQkoue,TuPm19CMKvrM,59.21,32.34,91.55
s0IvfN92Lr5S,ZJgPPDfVBkii,AvTLykupHOIB,36.5,23.6,60.1
3nPfzN4FOTRN,SLgGMfp61p86,QE9wiuh5KNOG,84.3,41.87,126.17
VcMxpx2ACfMZ,rHSTHjYFnJS8,g6AdzghqF6DD,43.97,28.61,72.58
abqPA0bP4YEh,diXfR20Ry7N3,bl8PTwqK0kvN,42.89,6.87,49.76
xPslJwZF5sGd,iH6ULRnW667K,XLxN4hdOlYco,145.99,6.87,152.86
1jVKLoisXq6n,KJaOTgWph7f1,kJEFisr2CqPX,62.83,16.06,78.89
MWfXMZ49i9fa,bFMssPOBJiPp,EGW4UK5bOeEZ,77.07,14.23,91.3
oJs2EXTrFDv4,xrdsgUMPdLtg,7IbYDg6GDP4I,820.05,43.34,863.39
oWSPHSpHR0PU,QmCdA9gRTybZ,yGbPyLPc8PmT,2899,20.9,2919.9
QBBt0JsfUKHq,mRAi6mozHdNt,ktRZdQcJoKSX,182.9,50.28,233.18
2eSYbhWBYRQr,w9ckC9DB0Fon,XVnGdJv3Q9Ok,692,25.26,717.26
WYxdLQsycB6K,PyjlDSHRGdSt,al4fWZ5NFQzG,100,51.78,151.78
W70cdyem1OVB,v1jwyebAa3To,AmYLCYoHSaZ8,100,57.95,157.95
W7KIxEiQ59oF,ka8V60xGQPku,EGW4UK5bOeEZ,58.1,29.37,87.47
QfdLTZoOYJqH,VXbJ47FsLsXg,yrRN2gKIgYet,779.9,23.57,803.47
0uoIfkSc9BzR,69Z3EylcFHXO,ENekhljjhevR,261,34.13,295.13
0rH5AjDZbEKx,F7aC0yjYinbW,mcvL4jGn9rQ4,31.46,70,101.46
vMIiO6hAip9i,hpms025LPgw1,4mKqWzXFLaBt,310.01,26.33,336.34
JeAxVaVHJfif,UOYHGroqnRUZ,wYEsFwaY8Gxa,29.87,85.37,115.24
oxkZn9zTlpuS,cePunNRGL7n0,TuPm19CMKvrM,114.89,143.67,258.56
6ZQS02mksDCX,ZqGXWvnhFRQm,TtTd2zmwbxLD,218.2,1.05,219.25
CDq6cYOB7uX0,yjbebnmOeMDy,TONxC5aLQqev,127.77,72.64,200.41
oOVMzRpTap4Y,YBrR06wYl7cq,KuAw4s0oQsrP,538.9,26.36,565.26
CkwcLXsVxnCy,6lqYiC1kC4WA,qI9UblMbsm1o,51.37,11.04,62.41
obkSOyth6G4f,3KuLbYV9hKcv,8CQ9epWunOJD,99.98,47.55,147.53
QT8aFC9xlnJN,1edaUIVffPFF,RsUgQvBvc24M,128.99,28.61,157.6
rVOgDMl16Own,fMrpNOYVEn6Z,yGbPyLPc8PmT,33.41,52.87,86.28
ZUAGzqxQNwFa,6sSmEGMWAWvK,PajbyLRnTzGg,354.9,6.08,360.98
EIlOLBltOJm9,MoNHZRbyD4cE,TuPm19CMKvrM,111.27,29.68,140.95
ZNWkx6GtEkok,z0IkgHgvj4LQ,ruq0u2ZpAMDr,150.82,32.86,183.68
xRgxeu9gUT5N,TySnwE1BUy6Y,cea9IgayLO02,135,237.84,372.84
SHezqZokf9iK,2Jzwf1q20WHU,u9d4l6WEjhWh,71.8,109.3,181.1
33MyXf9K0E95,jtc5ZiOlojJX,yltqvkLskQa3,217.99,5,222.99
RnizqtoeO6zO,Ba0duZTwvFdZ,I3dxfAGEQEQU,699.9,34.33,734.23
JFodNkeh5LBR,LFyfGpSQbiOg,yGbPyLPc8PmT,2899,31.8,2930.8
67JWl7vMYNWB,HJDrbqnkaiO6,xVqnZmeeaibQ,86.32,47.55,133.87
3pScToF8JHTY,F4WnpPZmaHGZ,94l6BertAIx7,395.6,16.36,411.96
NYtquhQaDK5q,rKXoWNJxVSE7,0Mzbc3aACMOQ,319.29,36.46,355.75
i67ZwVdfkmd1,MDnCPXVBpTWp,TiR7Z1vu8RZu,36.89,47.55,84.44
GIl5CK7GjqFX,7hVu8kXoDwOa,cLUNVSgUkZHq,67.99,28.48,96.47
6iEJtnL9Bhxu,G8p90nywnstv,6MAbbnUfDgoY,97.44,55.54,152.98
Kh1YVULme68O,rttGPBjZJJT7,9fFFM6RBxCkT,13.89,64.19,78.08
ulvJklIEQej2,lBEUCSRPRSql,DHOPtCppeECW,820,47.55,867.55
4710ARLgMAP9,8IhgV2nH9kXE,HaUIinFOemaU,17.95,32.97,50.92
uua4OPFmPjxC,VlSYrH5t7Cvs,cYJkVT6fDynQ,0.85,17.38,18.23
HqKadW2Exw0Y,cFI2ugkXcz8c,BGPWBRIq3VJB,28.7,38.63,67.33
86vW8jWoqAIn,oQDgKOHxS74Z,2u7k61LiSKc4,188.8,5.37,194.17
OGr0Oid30CML,VyvqSoUrvQ46,coi9xkdo66JI,438.99,19.67,458.66
356Xf4Ji3F9A,JYsVOqOBMsoi,Ty2rCht628LC,75.25,38.92,114.17
GNisRibSBp7M,89oT9Pz9eQaA,7OKhjPME8ZK3,274.49,50.43,324.92
Jl71pBq81qOa,JPJ66l1zE5Yh,MvBLo1GhlfWv,2.2,47.55,49.75
YPOqlsEiZrR1,LRVuH3u3EXsq,2a07LobkzHUx,48.65,72.64,121.29
d8u3h3xVonxb,gfQMLrtjTX83,BWczKEOZMEFy,38.94,67.93,106.87
uB1kYbs3JPBY,JczK7ZuabGKB,quRHu0B8Aaes,108.3,41.92,150.22
zMhG8T5Wm9dU,XPzORbBTkzQS,4cyCNWR4vh3z,548.35,8.82,557.17
cwfbbVFez3a9,2LAXvrTqxAaL,tNJnfkCxzhmN,820,23.71,843.71
JD4NiY94MOwP,SGGufQjkuu50,K0qPVGdA91KO,1589,26.72,1615.72
wL1Ihbhx07BH,2lJN29bNCYDP,OJlIxckGoqY1,9.6,27.77,37.37
Xuedva7Jpb1e,c2AlQRDfO62o,VZmgxK6ws7Pt,124.89,33.24,158.13
fJeZRC5zXQtJ,wYFevh2MkwcK,nQlmkVGs3xYh,33.57,209.63,243.2
QnzOtOCKOf4c,MnU1humwDAEV,ruq0u2ZpAMDr,142.14,40.75,182.89
lZbhZms5Ugpy,FfeUwHiAgOED,Cyl6PGvB25KG,42.89,61.32,104.21
AXCvIfyoeBuP,fv7KNAysdXlN,MvBLo1GhlfWv,152.4,20.9,173.3
y3VtcQuECzUW,HksoLKL5Q7Ov,AvTLykupHOIB,48.65,27.19,75.84
HJysKZZolgaK,NQ1uE53ACGAW,tNJnfkCxzhmN,48.99,30.66,79.65
8Nv9NCZvrFKS,Ro9MCtSicerv,y8JZWLCav7Uo,404.88,75.26,480.14
MoVyoDebQRzH,Yzt9uRpBaHZ6,1hwK88ByZgFX,692,18.9,710.9
