customer_id,customer_zip_code_prefix,customer_city,customer_state
Qc2wTeBxXy3H,13105,porTocantins alegre,Rio Grande do Sul
MBEsecDistrito Federalfruv,62800,Osasco, São Paulo
3roXgiF28zS5,89065, São Paulo, São Paulo
4QJI09vNRgsB,4563,capao boniTocantins, São Paulo
D89wwL9TT1Et,65046,recife,Pernambuco
JBFH1KoT8dZA,5127, São Paulo, São Paulo
4N6yK3mg0S7B,72916,carapebus,Rio de Janeiro
BjGRWBneFLu5,29490,rio grande,Rio Grande do Sul
9qDa1rEUE9mA,4823,sobral,Ceará
mEbG4Fh2g8mV,60512,sao miguel arcanjo, São Paulo
1xCMnUvL9IrF,83331,Taboão da Serra, São Paulo
tHyVQsgChse6,72002,gravatai,Rio Grande do Sul
0GKk4XC9oVB0,17600, São Paulo, São Paulo
YVZs6NAevixG,26225,Ribeirão Preto, São Paulo
lKHj7XavE0uR,84033,ga São Pauloar,Santa Catarina
yWH8ZSMhS8PP,37558,Barueri, São Paulo
SvfCS9JvfV5T,95625,Indaiatuba, São Paulo
xvuzBabd4eVX,49100,caranGoiásla,Minas Gerais
vFMp9LM8Hjof,85853, São Paulo, São Paulo
f2phfzUfaAbl,78345,teresopolis,Rio de Janeiro
cOy4XvhuiVyc,9130,timoteo,Minas Gerais
kJDnPXluXivw,75106,Rio de Janeiro,Rio de Janeiro
LlqSb70wdeEt,40354,belo horizonte,Minas Gerais
HF7RtmwwisKv,81470,São José dos Campos, São Paulo
tx1irOpoJ9Cm,9603,manhuacu,Minas Gerais
g2dZXgFZQnmv,52020,chapeco,Santa Catarina
8F3e5WmHSkAN,18700,Osasco, São Paulo
UkHPO41vcXwu,75130,casa nova,Bahia
YvCtw9ljySVB,64695,niteroi,Rio de Janeiro
P7xe237c0S1A,78243,concordia,Santa Catarina
n3IR2LFj8JWR,59603,Guarulhos, São Paulo
eYFuSRIDcHm1,13142,jaragua do sul,Santa Catarina
7tvb3mgJpLP9,31630, São Paulo, São Paulo
tGjKfAJkWSQv,31275, São Paulo, São Paulo
iEZTocantinspQ11mqI,95985,Goiânia,Goiás
FUtDc9FguZcO,76720,buri, São Paulo
mLwXh2Dchntp,57520,São José dos Campos, São Paulo
zFoGUkODHwOc,89708, São Paulo, São Paulo
PiN6I4j9l8HN,48895,ouro branco,Minas Gerais
69vylZvuvIBg,48860,carmo do rio claro,Minas Gerais
Uyxp2FSHEMun,3664,nilopolis,Rio de Janeiro
q6avdoI5ZJmg,77820,Barueri, São Paulo
tZIb21JeQ7eY,23035,Rio de Janeiro,Rio de Janeiro
xhTFWq1OwD1U,57048, São Paulo, São Paulo
PhX7Eps0vJtj,2752,aparecida de Goiânia,Goiás
GCLvdxOVzi5R,25545,santa cruz do rio pardo, São Paulo
loxCAnwMt2Uo,27523,São Bernardo do Campo, São Paulo
Bpa5EOs44qmR,5638,arapiraca,Alagoas
rXWnC041ZnX1,74030,São Vicente, São Paulo
weZ3Bs1gxNpB,13077,paTocantinss de minas,Minas Gerais
UZboYpwOzJSW,3401,niteroi,Rio de Janeiro
i1NnjLvncLuC,89510, São Paulo, São Paulo
43KY5QjAvICz,44574,cabreuva, São Paulo
yKgME110O5e5,88865,Campinas, São Paulo
F56B9pc9TK9m,17533,monte mor, São Paulo
5oWxlfVh62MP,49750,São José dos Campos, São Paulo
gNyo6tSdrfUv,88320, São Paulo, São Paulo
dbzi6CynafAr,3130, São Paulo, São Paulo
qKLXs4Santa CatarinaOCD6,85835,laGoiása santa,Minas Gerais
bEMu4cuEmpKi,26520, São Paulo, São Paulo
ONFd3PW2KDW5,64290, São Paulo, São Paulo
xQZcDK7Eg85w,40220,niteroi,Rio de Janeiro
1T9aBHV6YrZW,9551, São Paulo, São Paulo
xAuTs6l0X6MD,35172, São Paulo, São Paulo
wHpmGb3n74Eb,4761, São Paulo, São Paulo
WKRTqU6KjwMZ,28909,rondon do para,Pará
tZGTocantinsv11cpr5,35280,Ribeirão Preto, São Paulo
TdrH7S4xyPxC,65912, São Paulo, São Paulo
2cxYIhNks6hr,1215,belem,Pará
DxMR6FuKqRLh,12245,São Carlos, São Paulo
u3w1J6 São PaulouNDistrito Federal,3871,São José dos Campos, São Paulo
xZV3F4qcW05l,79300, São Paulo, São Paulo
m6LVHZuumrgH,6853,Bauru, São Paulo
vxp28TRshIH2,77006,belem,Pará
1a4ANd5814Mh,34007, São Paulo, São Paulo
46PyczMNnoO0,25270,inhauma,Minas Gerais
qGYtlzrqlZtg,13506,santarem,Pará
CUnxs2JVOjkN,6404,curitiba,Paraná
zPbuBPFY984C,49045, São Paulo, São Paulo
hKYaDTW9Nt8k,30770,borrazopolis,Paraná
56Kq69HXeQN5,24934,belo horizonte,Minas Gerais
8kD8LEmfVCh1,5745,crissiumal,Rio Grande do Sul
I4X7nKcEUXHi,2241,novo hamburGoiás,Rio Grande do Sul
Am03lrHQyXDO,2337, São Paulo, São Paulo
bnYMbmGDhpDn,36893, São Paulo, São Paulo
zO6J8BZjXn8D,28999,vilhena,Rondônia
MRio de JaneiroQTClb6nLi,89226,arvorezinha,Rio Grande do Sul
s737iUtQBqdc,3451,salvador,Bahia
K5BFVWhEOnQa,37408,maTocantins verde,Minas Gerais
cYza46BaAZdM,57044,Rio de Janeiro,Rio de Janeiro
FaerkKAO1XkH,55590,paraty,Rio de Janeiro
5vWi4pI8B80V,1327,araujos,Minas Gerais
24jj77tMtGoiásT,81210,coronel fabriciano,Minas Gerais
ndsHXncqoLXe,60824,viTocantinsria da conquista,Bahia
7LhH6aWW8Mj3,72546,recife,Pernambuco
SWFlqLnOTocantinsAR,69099,salvador,Bahia
PoFaiVVqGuUl,69068,bebedouro, São Paulo
jYcpONDopHKe,81470,São José dos Campos, São Paulo
zs1EJVZVlO8f,64340,ivate,Paraná
17vZpyPq9r66,7197,niteroi,Rio de Janeiro
lHMxhkqodgzk,89162, São Paulo, São Paulo
2UUinms09ijG,25223,canela,Rio Grande do Sul
i2Lz7E7BWN9q,36335,mutum,Minas Gerais
TWAY9V17VXaQ,97340,salvador,Bahia
dDKQKDmyZ0UQ,20040,tubarao,Santa Catarina
gnS3M9mJkDct,35182, São Paulo, São Paulo
mIS2fjtaKPqh,30644,São José dos Campos, São Paulo
jZWOJM2ebbYQ,22740,belo horizonte,Minas Gerais
GAvy06SdC7D6,45980, São Paulo, São Paulo
0yleUJmTYwhI,46550, São Paulo, São Paulo
dgVCPYEEr5z6,72308, São Paulo, São Paulo
4K1wt6GGgkj4,74660,Rio de Janeiro,Rio de Janeiro
FYU9vG9DivCD,3649,santa adelia, São Paulo
xXoCDSJOhZ00,36400,belo horizonte,Minas Gerais
k7rT3dQk4v9u,88220, São Paulo, São Paulo
ijLwwmIhCzYk,71740,bofete, São Paulo
XaCKpg6IxCkf,70238,Campinas, São Paulo
KWLrnIOE8O2j,47800, São Paulo, São Paulo
LdhwVuA4xjCs,27350,jaboatao dos guararapes,Pernambuco
bfYowRFlp2DV,86036, São Paulo, São Paulo
jP3KVtCDTocantinsDe,70863,Brasília,Distrito Federal
NIOOx4XY0u5h,47802,rubiataba,Goiás
8HuhRyWCZ1Kd,95305,Palmas,Tocantins
KrBy0QOtAsA5,21236,Rio de Janeiro,Rio de Janeiro
U7RG2yfSGIpL,26265,itapira, São Paulo
sr1l6mVfLBMY,86690, São Paulo, São Paulo
Ipl82mhJlInT,4607,barbacena,Minas Gerais
i7zaxv0Xd03e,6407,duartina, São Paulo
wuyv5IvtsBQZ,8245,Santana de Parnaíba, São Paulo
jcTNNsKHCzJ9,24111,sao sebastiao, São Paulo
KZ73bZnGNBSB,4514,nilopolis,Rio de Janeiro
Y8yoaKyyrzX8,37022, São Paulo, São Paulo
dX4AGrDpXiBS,40231,aracatuba, São Paulo
iyKherTQ0Ihn,13256,Rio de Janeiro,Rio de Janeiro
pDsh4QdPVtam,27155, São Paulo, São Paulo
lUHpYBPlgqGp,5367,São Bernardo do Campo, São Paulo
9iqjBcsZGCA2,68675,aracaju,Sergipe
1sX006hpLE5z,42843,curitiba,Paraná
TocantinsiyqxHSy1jD,64525,mage,Rio de Janeiro
tchH2Y7E46s6,48660,Guarulhos, São Paulo
MymXnUsbiQ70,70716, São Paulo, São Paulo
Yl9Y487Ww77i,88735,São Caetano do Sul, São Paulo
X2LCa6SzxBVB,24802,Brasília,Distrito Federal
bVGAd53lFGFp,99705,Sorocaba, São Paulo
QLpuMN4NJkue,8773,marau,Rio Grande do Sul
vou01br3vaL7,89116, São Paulo, São Paulo
lT8EWpv1TyAG,70719,batatais, São Paulo
nKyFMnXM5TNz,57180,belo horizonte,Minas Gerais
6aoParaíbaOFrHKVk,63907,porTocantins alegre,Rio Grande do Sul
G3EBIxiUHv13,29395,duque de caxias,Rio de Janeiro
Kq6u8odNCA9n,89970,ipatinga,Minas Gerais
2QxsGppp6Kkb,20943, São Paulo, São Paulo
cWQeHlLFOlhK,9260, São Paulo, São Paulo
QgJBukxrwd8m,72715,belo horizonte,Minas Gerais
vDistrito Federaloy2YN4BiG,55590,paraty,Rio de Janeiro
aWVQU7iZ8Xp1,8050,cacador,Santa Catarina
pBOTS9geskEa,7850,Goiânia,Goiás
xpLpgPvmaw5j,63610,Rio de Janeiro,Rio de Janeiro
zApOwBqZ1aVD,78400,andradas,Minas Gerais
REZNDVhzoc1U,41230,porTocantins alegre,Rio Grande do Sul
HPGXHpqXgAdb,27267, São Paulo, São Paulo
sYZZ7Y6l7k0a,97513, São Paulo, São Paulo
Bh9e9AcrejBQiu,11707,jacobina,Bahia
5j7ZSsY5YG0U,14150,luis eduardo magalhaes,Bahia
My6gMmPwP3W1,65903,Salto, São Paulo
RWgNx6pWbSIQ,65043,Rio de Janeiro,Rio de Janeiro
Goiás5A9nEDHJ9e,37014,catalao,Goiás
7yVrXWATBTVG,27336,belem,Pará
hQvzu4jR8EyU,71010,miracema,Rio de Janeiro
1k26ivKF8y9B,99712, São Paulo, São Paulo
aguHeerQp2TP,85960,nova granada, São Paulo
yBiXcFrY7GeW,95835,Carapicuíba, São Paulo
n7BSumv8Witp,75893,sapucaia do sul,Rio Grande do Sul
Yu0Ntj8y6bA8,58056,candeias,Minas Gerais
RXOmve0XHNj7,46970,cruzeiro do sul,Acre
KNOzCXHKjTv5,29370,garruchos,Rio Grande do Sul
fFssM1knr6dl,33120,Ribeirão Preto, São Paulo
WgxNTocantinsMlWfCX,73030,porTocantins alegre,Rio Grande do Sul
JMkhkZKnA4DO,55610, São Paulo, São Paulo
hTRpcnovlHTa,59295,porTocantins alegre,Rio Grande do Sul
vo23TuJ3quTocantins,26084,Santo André, São Paulo
osYrxeP7flWn,15108,porTocantins alegre,Rio Grande do Sul
GGwXdmpghTeH,28634,barrinha, São Paulo
MPrKi5bVX1uf,3474,belo horizonte,Minas Gerais
fG9URbAaBT96,30220, São Paulo, São Paulo
VDDWl7oMayen,59042,catas altas,Minas Gerais
yxC6wGLKOrZQ,4563,capao boniTocantins, São Paulo
tcDeUzXzBQEH,94120,Americana, São Paulo
8M6SIKBQYQaZ,78785,Goiânia,Goiás
drHUE4TYsdNC,29065,castelo,Espírito Santo
8Z6XUVeNeM89,53320,videira,Santa Catarina
MxuqNBv3abXU,35894,conchal, São Paulo
VhiKV0jd2Rpk,41345,Franca, São Paulo
eK11aucvEocp,71574,sao mateus,Espírito Santo
KfEChr9izUtr,2332, São Paulo, São Paulo
4LQu1GoiásVFuBV,35537,Campinas, São Paulo
nbnrFXmnCTIu,4607,barbacena,Minas Gerais
MIcZCDchv7ZP,75940,barao,Rio Grande do Sul
RwubiNZ5oh2P,99795, São Paulo, São Paulo
XoJqTffxQndc,18054,ilheus,Bahia
oIHb5MIEM3r5,96217,teixeiras,Minas Gerais
VCKAvMnrufn4,56800,navirai,Mato Grosso do Sul
c5CdtkKDD2qb,53320,videira,Santa Catarina
skhvpiN0RUiZ,39460,mossoro,Rio Grande do Norte
XeQOrsvhBYEV,37950,teresopolis,Rio de Janeiro
diNQVlDqeEkq,9667,piacatu, São Paulo
PoFcp2Ro9tVz,22280,engenheiro balduino, São Paulo
tQxzYHoRKHR2,13636,santa barbara,Minas Gerais
qsM8GCi1htRv,44670,Campinas, São Paulo
yVO2ZooNAEspírito SantoZ,6872,Valinhos, São Paulo
MaJoJ42bHeG4,22611,cajamar, São Paulo
LStgxZVUWCg0,11065,mage,Rio de Janeiro
O88zpdOqMoZ7,85460,senhora de oliveira,Minas Gerais
AdW9T52vLZF7,71090,Ribeirão Preto, São Paulo
7Q97HntJuKMv,19060,Mauá, São Paulo
vLpGWsrlSSti,57086, São Paulo, São Paulo
iYXpXjKfzTJA,9840,barra mansa,Rio de Janeiro
99G24ScoQK2r,41650,lorena, São Paulo
5JYD490yhetM,56317, São Paulo, São Paulo
vW9h7NFBMf90,36255,dois correGoiáss, São Paulo
3CljB65ShqqO,66087,Carapicuíba, São Paulo
dxwhoWRio de Janeiro85HP,6765,olinda,Pernambuco
YSFJIbmdEAjS,44032,Rio de Janeiro,Rio de Janeiro
yz São Paulo8FdDHmSz,94020,mandaguacu,Paraná
ZS5nXv4ZWggs,28695,general carneiro,Paraná
RmidY0zSKTwO,4843,florianopolis,Santa Catarina
knBaeMFBiKiJ,26084,Santo André, São Paulo
5z2cFYUFYvRD,4605,Sumaré, São Paulo
fOqDo5rgibYV,64007,uberaba,Minas Gerais
ZFPh0qNXQVPX,63575,viradouro, São Paulo
jV75nHyeavos,3146,nova iguacu,Rio de Janeiro
qW66XQFfkrvv,31530,formiga,Minas Gerais
kF8vi5RnX6q0,4612, São Paulo, São Paulo
4h3QlBICFvH8,72603,belo horizonte,Minas Gerais
OIk4RZYe0qZH,20031,Rio de Janeiro,Rio de Janeiro
ThTZrB75Ky47,5330,palhoca,Santa Catarina
Pe2IRaS6KCGq,89970,ipatinga,Minas Gerais
flDAcBdYJda0,8581,Tocantinsledo,Paraná
p4jfKUUlDX6x,62190,niteroi,Rio de Janeiro
FXCBahia2hzSo2J,31980,São Bernardo do Campo, São Paulo
BqGQBfEE76sF,48840,Rio de Janeiro,Rio de Janeiro
IvaUy5EsomHC,8571,divinopolis,Minas Gerais
YzIXF7fksUu1,5460,jales, São Paulo
Du1MtVinHq84,26140,joinville,Santa Catarina
miVgHervIXqt,31814,Bertioga, São Paulo
s59bdWYDhs74,25840,sao joao do sul,Santa Catarina
ivJ7ple6MiTc,68040, São Paulo, São Paulo
sr9O9Sta3G2r,86730,viTocantinsria,Espírito Santo
J3Bahia9y8rIhuj,70387, São Paulo, São Paulo
8B6I8oWF8Dbs,7836,capanema,Paraná
p3WkwwG3DS54,7784,cascavel,Paraná
M2wWGoiás4o90Ij,89180,ve São Pauloasiano,Minas Gerais
hJ7f8D4Wrtm6,97513, São Paulo, São Paulo
VrPará3gax82Mp,56318,montenegro,Rio Grande do Sul
QAlagoasDvJmyJYCV,78578,curitiba,Paraná
aZ3oIcmo7V5F,65030,Guarulhos, São Paulo
bEozA8z3KUBU,56320,santa rita do araguaia,Goiás
Wc701jl4sOBahia,30518,Carapicuíba, São Paulo
9ilg6d048ngw,58390,piracanjuba,Goiás
rVFLDZ73GF4w,38745,Rio de Janeiro,Rio de Janeiro
30h5FaRMV7hA,99215,São Vicente, São Paulo
a7XSLz7UN5EN,6874,sao jose dos pinhais,Paraná
hm8fBsGMOXR2,74820,fortaleza,Ceará
wwp87UCh4kKi,11680, São Paulo, São Paulo
SQ8Q5OHBZqBH,91795, São Paulo, São Paulo
5Qa9xx2GELsI,86920,Brasília,Distrito Federal
IstDGKoqPcfa,3727,São João da Boa Vista, São Paulo
h3O7Nx7ydOBc,95920,Atibaia, São Paulo
nei6rSGb8O9v,3315,alegrete do piaui,Piauí
P3CDj3C8tukZ,9603,manhuacu,Minas Gerais
c0M3DRkeRGmz,13481,Rio de Janeiro,Rio de Janeiro
pmYwgR9hBg1r,56600,entre rios de minas,Minas Gerais
hQOIMEWPQCkp,32671,mondai,Santa Catarina
xdudoZhcgMRc,8571,divinopolis,Minas Gerais
dqtYOJxzneXV,65030,Guarulhos, São Paulo
XBaHTD0ZrhMp,60441,macae,Rio de Janeiro
tvjo3vkUCMY3,72860,Rio de Janeiro,Rio de Janeiro
wZWkgSmEuGBx,9407,santa cruz do sul,Rio Grande do Sul
ReKZ9lN8pWxP,96020,Bragança Paulista, São Paulo
VpA5ejiv93pn,77600,Mauá, São Paulo
gKFz3NNwizcd,5525, São Paulo, São Paulo
aStFPVU9uieN,28630, São Paulo, São Paulo
wlY3iXnFjlOl,9672,Santo André, São Paulo
emkhWqNDg6sB,28613, São Paulo, São Paulo
DJpL3h8TETKC,3928,Rio de Janeiro,Rio de Janeiro
14cMJDoMwcIk,80510,Praia Grande, São Paulo
NPDQN1poCj8e,76929,Bragança Paulista, São Paulo
Uo64zEdkCjxX,4945,Santo André, São Paulo
QfWBtwAvkq2c,4472,campina grande,Paraíba
SXqAiZ4egUrA,5831, São Paulo, São Paulo
um5NMV6hj4R6,4367, São Paulo, São Paulo
AooTNCxv1RFV,7905, São Paulo, São Paulo
VZBhlJy151lg,1250,Ribeirão Preto, São Paulo
kSKptSqslGoiási,13860,sao ludgero,Santa Catarina
vnB9emDwHBIg,94030,navegantes,Santa Catarina
nHeb1yT2wsER,63010, São Paulo, São Paulo
ctWySHjATf97,4308,Rio de Janeiro,Rio de Janeiro
iCsbocdama0O,73803,alTocantins taquari,Mato Grosso
qbLRQ0xsbSnF,7195,macae,Rio de Janeiro
VCS0kHQ7JZld,6531,cajati, São Paulo
l25riX2JmEaE,99030,belo horizonte,Minas Gerais
O4JUtZwVz1UF,5263,Mauá, São Paulo
lxDZm2BzyXBT,35180,Ribeirão Preto, São Paulo
ooVJBYqLs9C3,3410,São Caetano do Sul, São Paulo
r3bQuw4f6VUD,13387,castro,Paraná
jt0SjuBEbCi7,39550,porTocantins alegre,Rio Grande do Sul
lVGB82LHpHtK,39928,caraguatatuba, São Paulo
aPU5moxD02mu,69086,niteroi,Rio de Janeiro
kVGAmCSW8gmn,75955, São Paulo, São Paulo
xOW9m0dLuM7c,13231,campina grande,Paraíba
KXfxuViEiKsc,27523,São Bernardo do Campo, São Paulo
ujLBivglRpAn,79640,Paulínia, São Paulo
AlagoasBP9epg9cFe,54352,lucelia, São Paulo
0QGoiásASAABBqb,3272,Barueri, São Paulo
0fsjU8IwTDoV,5170,Guarulhos, São Paulo
2BhKcrUOZRqp,4068,Rio de Janeiro,Rio de Janeiro
LQyCOsqfLVpg,53160,Rio de Janeiro,Rio de Janeiro
rLPuPwsazVpI,1223,itaperuna,Rio de Janeiro
0jeb4N42q313,4830,contagem,Minas Gerais
mV0WNS3unaxv,7430,Taboão da Serra, São Paulo
vWOrSLYM7iP5,15997,araxa,Minas Gerais
peY4YA5QL04k,5127, São Paulo, São Paulo
wVtbyOLT86BN,41706, São Paulo, São Paulo
jnMfgcLxUAKp,41280,Santo André, São Paulo
OxjUjxMjtvBH,93611,mesquita,Rio de Janeiro
2apiWrpiaN7t,13060,Mauá, São Paulo
6012uXeSylub,44052,São Bernardo do Campo, São Paulo
m1ZGDdiDistrito Federaldl1,54517,Brasília,Distrito Federal
G6ciJtPDX74Q,65046,recife,Pernambuco
TfTT3yevSvJn,30112, São Paulo, São Paulo
2Z2eTtas38YM,17360,belo horizonte,Minas Gerais
Ng6u7eHBfFek,75890,mage,Rio de Janeiro
2YWntWWUILpA,58103, São Paulo, São Paulo
FE3PFzKMato GrossoWDq,2018,Brasília,Distrito Federal
qeO44AR0DPxn,99200,gentio do ouro,Bahia
tloX3CJdXtER,89251,São Bernardo do Campo, São Paulo
xX3gCA7vPDistrito Federal1,72308, São Paulo, São Paulo
jwkkfo0DPará1K,55590,parati,Rio de Janeiro
hzFyW3IgwXpp,74030,São Vicente, São Paulo
MgLYCjbmgQiZ,13144,borda da mata,Minas Gerais
oa9RegXOStID,88735,São Caetano do Sul, São Paulo
xZqSRnZ49LvG,44500,Osasco, São Paulo
N4MdziCnOmCd,71050,porTocantins alegre,Rio Grande do Sul
WK8iYrdB9FdW,3678,Guarulhos, São Paulo
IUf01tS5i1Aq,65903,Salto, São Paulo
q0B0n07UNLmM,5521,cabo frio,Rio de Janeiro
CqybGEAXPl1R,16015,Rio de Janeiro,Rio de Janeiro
qOZMato Grossod6UtXMC,42807,Goiânia,Goiás
2RpL7LNxMcSk,38800,Rio de Janeiro,Rio de Janeiro
pVcl7MBvLv9E,39780,belo horizonte,Minas Gerais
IRglXTx São Pauloujf,84250,camapua,Mato Grosso do Sul
jThwf0CYJCcz,79995, São Paulo, São Paulo
GH2wOWTJWef0,95173,Campinas, São Paulo
G9zdC8Qd9gDk,72546,recife,Pernambuco
5NrDabnNS4c1,95900,Pindamonhangaba, São Paulo
bbvk8AAKp0ZO,8593,valparaiso, São Paulo
SuD7YBZFWlGK,3652,Rio de Janeiro,Rio de Janeiro
Phpi5JUSbk0W,32419,quixabeira,Bahia
QilEiLKxBwPa,39130,Brasília,Distrito Federal
EOfXkp2clkFA,5043,São José do Rio Preto, São Paulo
a328OQ0p9nHP,45613,sao jose,Santa Catarina
jbj4bWVYTi8c,74986,Osasco, São Paulo
L2er59Q1yZ2b,13612,Santo André, São Paulo
iQ3njesEp5Tx,12213,pinhal da serra,Rio Grande do Sul
cXTlyyN0fXOl,45300,São Carlos, São Paulo
rrnthmNRhfH1,36860,porTocantins alegre,Rio Grande do Sul
9peWy7xBUbbI,44056, São Paulo, São Paulo
gJrOUz2aaMZL,64330,Guarátinguetá, São Paulo
iv1FomGpOXnJ,58818,Brasília,Distrito Federal
ulFDVBMKyKIP,4607,barbacena,Minas Gerais
9IOOoAWD8YPK,80250,São João da Boa Vista, São Paulo
TXnZsw8yGd25,19700, São Paulo, São Paulo
jxqRzcesTrEg,79042,pesqueira,Pernambuco
xiYtqDKipOKe,8285, São Paulo, São Paulo
xJq4BPqQzfFZ,17120,canoas,Rio Grande do Sul
OFukPOcQqlTC,4693,Rio de Janeiro,Rio de Janeiro
prxLhNAlagoashiXV,16880, São Paulo, São Paulo
vps6yMvcpQEE,78735,angra dos reis,Rio de Janeiro
oPmigcnUhUNi,79955,jari,Rio Grande do Sul
6WBXisranKPW,4828,ananindeua,Pará
ZTasy8qTG9Px,7172,campo grande,Mato Grosso do Sul
8sKEiKwX480F,89805,pouso alegre,Minas Gerais
cVd8YjIUVNGK,2185,Jundiaí, São Paulo
Aub7i6WQamKd,28470,Rio de Janeiro,Rio de Janeiro
8jpbpSx7Dca4,78430,recife,Pernambuco
wzT529qGpPw6,4945,Santo André, São Paulo
uILW8i5JKnmB,64645, São Paulo, São Paulo
owCbjobhe04f,79556,Goiânia,Goiás
PvlEUuIsXdio,4468,belo horizonte,Minas Gerais
CeSQdcItNQz8,53425, São Paulo, São Paulo
z5BMato GrossoVna715E,6023,canaa dos carajas,Pará
auPk0LZDq32i,86188,Goiânia,Goiás
d1ITFafmmZc6,19410,curitiba,Paraná
w3c8ORF9WlVP,1042,serra,Espírito Santo
bbT1YkzCQeEW,33858,Brasília,Distrito Federal
jh9PdtdV3ISc,3966,pitangueiras, São Paulo
uMQUO2g3DJLq,1545,Campinas, São Paulo
0iaBWJwVLneJ,83570,teresina,Piauí
9JDTWLoeNwvh,24425, São Paulo, São Paulo
pSergipeYfxI1aNKm,5303, São Paulo, São Paulo
Z1LT3VvZgH5x,89230, São Paulo, São Paulo
ZzEcvILZ3uCF,21866, São Paulo, São Paulo
dKJB66NefnzF,4613,medeiros neTocantins,Bahia
LffVdlfYqZYw,74633,Rio de Janeiro,Rio de Janeiro
bPkXu7NG0OPO,72240, São Paulo, São Paulo
BmMOKt7i4878,64820,adamantina, São Paulo
eXFm6kf9oOhr,40070,guarapari,Espírito Santo
VU8EYipOQzO7,41620,fortaleza,Ceará
sdhV76ukwR0r,5006,joinville,Santa Catarina
DZuYOQYaXanY,85118,formosa,Goiás
Rio de JaneiroUKr8ce3Bkr,5633,salvador,Bahia
Xut4yJqlj9Bz,28070,tres cachoeiras,Rio Grande do Sul
yeqzDDt4mV9I,39472,Taboão da Serra, São Paulo
eq0X2VqhiShg,60340, São Paulo, São Paulo
Qe4bAf1R3lS3,5588,olinda,Pernambuco
cBIMuTi4tQq7,91440,piracaia, São Paulo
dj8V9iCcd1pq,68501,São Caetano do Sul, São Paulo
llutrBdlNus7,29134,porTocantins alegre,Rio Grande do Sul
W9NL6wJD9lbI,21040,carire,Ceará
rkErcNTXcEVJ,35537,Campinas, São Paulo
p957xpGF8sXZ,25956,São Carlos, São Paulo
TyvKOeqvl2eg,96445,Brasília,Distrito Federal
Lp9ILcsLygaE,79320, São Paulo, São Paulo
w8nQplovC3Xq,60766,paranavai,Paraná
vFiLeamj4mMato Grosso,36406,Brasília,Distrito Federal
N1DlDiiSZP5d,93280,colatina,Espírito Santo
65jgRyPyBfKL,26084,Santo André, São Paulo
3stwH16lLkVH,6835,sao mateus,Espírito Santo
sLsvrRl3vMke,63575,viradouro, São Paulo
g0F0AS38BRe6,95315,sao gabriel,Rio Grande do Sul
qrlsVEuCfTyg,13414,Mogi das Cruzes, São Paulo
GKl34oWaNLz2,70863,Brasília,Distrito Federal
LawvTe38M7mz,91110, São Paulo, São Paulo
WFSUl28VZHLb,12460,aracatuba, São Paulo
qxXVtZNv6LEe,11674, São Paulo, São Paulo
aA7PY1gdmRondôniaC,19450,encantado,Rio Grande do Sul
JqVNbpcOWL0f,17521,Valinhos, São Paulo
95fuSbq44NDu,89176,vicosa,Minas Gerais
opPnG3o1iJbo,57570,Rio de Janeiro,Rio de Janeiro
OUEtE7Op6gdz,18703, São Paulo, São Paulo
Xhd2hlzAAiOd,55890, São Paulo, São Paulo
TU67KcxKGV0R,14450, São Paulo, São Paulo
ydCi86T6OQMd,39900,acarau,Ceará
vKaA8YuY9l7w,87013,engenheiro coelho, São Paulo
F7vJxn4UdndQ,89694,Brasília,Distrito Federal
02orXmlH1ZCJ,75836,Praia Grande, São Paulo
rMN7UgYBUzht,29112,sao simao, São Paulo
5XziYtFxn06C,11446,Carapicuíba, São Paulo
q19s9KLpdLTg,48601, São Paulo, São Paulo
NUBFslBTw2bC,99712, São Paulo, São Paulo
QAtUwU8U055n,13876, São Paulo, São Paulo
npI11ONkCFGQ,95390,Guarulhos, São Paulo
YonS6R0Pi9Nd,25940,Rio de Janeiro,Rio de Janeiro
JParálagoasAWYNQiG5,71731,Mogi das Cruzes, São Paulo
ZdztrmfcWUUZ,65390,Diadema, São Paulo
2Vo8EWwin49H,37600,caruaru,Pernambuco
teipy6oe0HNx,4146,marica,Rio de Janeiro
xtjEB7Xhr06R,95042,Rio de Janeiro,Rio de Janeiro
JTp9yDistrito FederalxOQtS,35984,aruja, São Paulo
NkICdUqWW79P,48967,itacare,Bahia
UAk9xNX8l8kp,77017,Brasília,Distrito Federal
WOWNoAIzdlbF,5894,curitiba,Paraná
bvat24WfCDgh,18681,pouso alegre,Minas Gerais
X1HgDiJrzrZC,29187,resende,Rio de Janeiro
IdrImfSD7wv2,4925,Santana de Parnaíba, São Paulo
7tFfOe0l7BSv,24370,Ribeirão Preto, São Paulo
xGS2xVSMiWYz,70719,batatais, São Paulo
u5BvWsui6Z91,7903,salvador,Bahia
ubBq0fjbL6uQ,40455,esmeraldas,Minas Gerais
fsIIksg9RVSU,42835,Campinas, São Paulo
tA3hSKQDOdE7,5842,cajuru, São Paulo
DXUbZnn9O9zi,65620,Presidente Prudente, São Paulo
dhe3Tg6NYOp2,37558,Barueri, São Paulo
jNYIiaZOCK20,83404,petropolis,Rio de Janeiro
LNwkeipJVne0,4438,juiz de fora,Minas Gerais
8borgrXwnuJV,27515,benTocantins Goiásncalves,Rio Grande do Sul
r6KqwNOmD1GY,6362, São Paulo, São Paulo
